region,state,county,county2,poor_mental_health_days,poor_physical_health_days,poor_or_fair_health,adult_smoking,infant_mortality,high_school_graduation,premature_death,premature_ageadjusted_mortality,social_associations,homicide_rate,unemployment,low_birthweight,preventable_hospital_stays,children_in_singleparent_households,excessive_drinking,injury_deaths,mean_commute_minutes_x,children_in_poverty,diabetes,motor_vehicle_crash_deaths,severe_housing_problems
South,Virginia,"Loudoun County, VA","Loudoun County, VA, Virginia",4.9,3.4,0.167,0.218,7.4,0.938,8015,384.8,14.294,0,0.065,0.08,48.29,0.381,0.176,72.4,21.3945,0.187,0.142,23.22,0.144
South,Virginia,Louisa County,"Louisa County, Virginia",4.9,4.7,0.196,0.221,0,0.875,7463,385.6,12.742,0,0.114,0.1,89.68,0.292,0,75.8,30.5851,0.331,0.142,21.11,0.108
South,Virginia,Lunenburg County,"Lunenburg County, Virginia",4.9,4.7,0.225,0.336,7.8,0.731,10932,534.9,16.441,4.4,0.064,0.08,84.68,0.357,0.104,104.6,19.669,0.331,0.142,7.82,0.199
South,Virginia,Madison County,"Madison County, Virginia",4.9,5.2,0.192,0.248,0,0.858,12428,586.9,13.354,0,0.062,0.07,69.17,0.328,0,158.2,26.6364,0.236,0.142,21.93,0.128
South,Virginia,Mathews County,"Mathews County, Virginia",4.9,4.2,0.17,0.217,5.4,0.758,7799,372.7,5.464,4.6,0.052,0.08,70.49,0.254,0.085,78.6,24.8881,0.159,0.142,18.23,0.097
South,Virginia,Mecklenburg County,"Mecklenburg County, Virginia",4.9,5.4,0.283,0.231,9.7,0.65,11774,560.9,7.106,16.3,0.129,0.14,79.18,0.636,0.116,75.8,24.358,0.408,0.142,22.87,0.196
South,Virginia,Middlesex County,"Middlesex County, Virginia",4.9,3.7,0.127,0.236,0,0.914,8180,371.6,13.456,0,0.074,0.09,47,0.269,0,80.7,24.5519,0.248,0.142,25.31,0.129
South,Virginia,Montgomery County,"Montgomery County, Virginia",4.9,4.9,0.263,0.261,0,0.93,10501,516.1,12.223,6.5,0.112,0.08,88.89,0.287,0,111.5,24.144,0.287,0.142,14.44,0.187
South,Virginia,Nelson County,"Nelson County, Virginia",4.9,0,0,0,0,0,7063,386.7,9.804,0,0.127,0.08,141.02,0.26,0,66.6,24.5573,0.302,0.142,21.57,0.15
South,Virginia,New Kent County,"New Kent County, Virginia",4.9,2.8,0.13,0,0,0.775,11728,461.2,18.164,0,0.061,0.09,51.8,0.397,0,105.3,34.5788,0.196,0.142,17.22,0.143
South,Virginia,Northampton County,"Northampton County, Virginia",4.9,5.8,0.332,0,0,0.725,7557,421.2,5.74,0,0.071,0.09,42.82,0.455,0,62.6,31.3501,0.388,0.143,23.83,0.072
South,Virginia,Northumberland County,"Northumberland County, Virginia",4.9,3,0.134,0.13,0,0.289,8607,367.2,13.985,0,0.066,0.08,31.99,0.246,0,93.8,23.2079,0.292,0.143,23.33,0.129
South,Virginia,Nottoway County,"Nottoway County, Virginia",4.9,5.7,0.219,0.262,10.6,0.82,7694,403.2,11.974,0,0.108,0.11,52.68,0.484,0,56.8,20.7856,0.368,0.143,15.38,0.097
South,Virginia,Orange County,"Orange County, Virginia",4.9,7.6,0.3,0.264,10.7,0.887,13305,635.9,10.29,4.7,0.149,0.1,215.61,0.41,0,132.1,21.0362,0.473,0.143,16.86,0.187
South,Virginia,Page County,"Page County, Virginia",4.9,5.1,0.239,0.27,0,0.825,11911,547.6,18.944,0,0.094,0.13,92.65,0.413,0.129,91.8,37.8166,0.344,0.143,14.05,0.085
South,Virginia,Patrick County,"Patrick County, Virginia",4.9,4.1,0.236,0.275,0,0.725,12293,568.3,13.298,29.3,0.112,0.15,88.55,0.59,0,105.1,33.8415,0.443,0.143,7.22,0.162
South,Virginia,Pittsylvania County,"Pittsylvania County, Virginia",4.9,3.9,0.21,0.246,12.9,0.83,10380,503.6,16.203,7.1,0.076,0.12,99.56,0.422,0.104,93.1,25.7283,0.321,0.143,14.74,0.107
South,Virginia,Powhatan County,"Powhatan County, Virginia",4.9,4.5,0.273,0.235,11.6,0.759,10682,539.8,12.035,17,0.064,0.13,113.98,0.48,0.079,96.4,24.1483,0.392,0.143,0,0.122
South,Virginia,Prince Edward County,"Prince Edward County, Virginia",4.9,3.9,0.175,0.274,0,0.527,19463,716.9,10.067,20.7,0.065,0.07,52.06,0.448,0.234,166.2,13.2376,0.378,0.143,24.64,0.11
South,Virginia,Prince George County,"Prince George County, Virginia",4.9,4.9,0.187,0.216,6.2,0.883,7602,418.4,17.654,2.7,0.075,0.08,107.65,0.31,0.228,69.5,22.0825,0.252,0.143,8.39,0.093
South,Virginia,"Prince William County, VA","Prince William County, VA, Virginia",4.9,4.7,0.205,0.28,9.5,0.85,10941,518,11.987,8,0.06,0.09,75.15,0.368,0.146,108,19.5454,0.253,0.143,19.89,0.124
South,Virginia,Pulaski County,"Pulaski County, Virginia",4.9,4.1,0.163,0.213,7.2,0.84,7586,350.3,11.64,6.8,0.098,0.09,59.61,0.317,0,68.8,31.6803,0.21,0.143,17.98,0.14
South,Virginia,Rappahannock County,"Rappahannock County, Virginia",4.9,3.7,0.3,0.187,0,0.823,9228,480.6,10.727,8.5,0.075,0.11,74.63,0.447,0.095,87.8,19.6755,0.362,0.144,20.85,0.125
South,Virginia,Richmond County,"Richmond County, Virginia",4.9,4.3,0.122,0,0,0,15588,654.2,9.4,0,0.104,0.15,68.59,0.484,0,136.6,22.5102,0.403,0.144,24.68,0.109
South,Virginia,Roanoke County,"Roanoke County, Virginia",4.9,3.9,0.274,0.221,0,0,13569,635.1,21.127,0,0.103,0.11,90.99,0.384,0,96.3,18.9911,0.413,0.144,13.69,0.139
South,Virginia,Rockbridge County,"Rockbridge County, Virginia",4.9,3.8,0.218,0.186,7.9,0.62,8548,369.2,11.617,5.9,0.083,0.08,70.85,0.39,0.115,75.5,20.0567,0.334,0.144,16.39,0.114
South,Virginia,Rockingham County,"Rockingham County, Virginia",4.9,0,0,0,0,0,6913,324.7,5.942,0,0.078,0.13,0,0.566,0,0,27.4119,0.432,0.144,24.75,0.155
South,Virginia,Russell County,"Russell County, Virginia",4.9,4.9,0.276,0.233,9.3,0.725,8996,505.3,7.412,0,0.111,0.15,112.67,0.502,0,61.3,16.2369,0.44,0.144,12.46,0.145
South,Virginia,Scott County,"Scott County, Virginia",4.9,6.4,0.277,0.27,11.5,0.96,12783,599.7,6.415,6.4,0.103,0.11,144.23,0.298,0.051,112.3,26.2291,0.327,0.144,9.23,0.125
South,Virginia,Shenandoah County,"Shenandoah County, Virginia",5,3.8,0.173,0.254,0,0.908,9229,438.9,19.415,0,0.094,0.09,75.57,0.368,0.128,62.8,24.401,0.31,0.144,0,0.157
South,Virginia,Smyth County,"Smyth County, Virginia",5,5.3,0.268,0.265,0,0.88,8985,451.4,14.538,0,0.075,0.09,87.67,0.367,0.077,81.7,25.2842,0.267,0.144,29.44,0.128
South,Virginia,Southampton County,"Southampton County, Virginia",5,4.1,0.177,0.238,6.4,0.863,7401,375.5,11.289,0,0.088,0.07,72.22,0.325,0.138,63.5,16.7808,0.221,0.144,22.08,0.112
South,Virginia,"Spotsylvania County, VA","Spotsylvania County, VA, Virginia",5,7.7,0,0.219,0,0,9128,446.8,19.786,0,0.146,0.05,51.36,0.29,0,91.9,18.1873,0.319,0.144,11.11,0.15
South,Virginia,"Stafford County, VA","Stafford County, VA, Virginia",5,4,0.272,0.251,9.8,0.76,9251,471.8,13.707,0,0.182,0.13,85.02,0.592,0.054,64,21.7148,0.477,0.144,12.58,0.11
South,Virginia,Surry County,"Surry County, Virginia",5,5.6,0.324,0.197,14.3,0.656,11510,560,13.897,13.4,0.113,0.17,76.04,0.602,0.091,74.7,23.5142,0.456,0.144,20.61,0.141
South,Virginia,Sussex County,"Sussex County, Virginia",5,4.1,0.275,0.185,15.4,0.72,8814,431.4,26.631,0,0.109,0.13,69.56,0.471,0,87.5,23.8557,0.369,0.144,13.11,0.128
South,Virginia,Tazewell County,"Tazewell County, Virginia",5,2.1,0,0,0,0.875,7279,338.8,9.179,0,0.089,0.09,34.19,0.367,0,103.6,24.8726,0.351,0.144,18.18,0.099
South,Virginia,Warren County,"Warren County, Virginia",5,4.6,0.229,0.304,0,0.709,11503,520.1,11.218,11.2,0.076,0.08,166.81,0.359,0.105,90.7,22.4893,0.405,0.144,6.13,0.109
South,Virginia,Washington County,"Washington County, Virginia",5,5,0.244,0.173,0,0.775,9563,365.9,11.063,0,0.109,0.13,34.38,0.509,0.119,59.2,26.9742,0.378,0.144,5.53,0.137
South,Virginia,Westmoreland County,"Westmoreland County, Virginia",5,4.5,0.195,0.255,7.6,0.904,8364,421.6,14.931,4,0.075,0.08,77.65,0.323,0.072,76.2,21.1079,0.275,0.144,11.3,0.189
South,Virginia,Wise County,"Wise County, Virginia",5,6.8,0.285,0.325,7.3,0.76,9618,466.3,7.923,6.8,0.067,0.13,101.29,0.314,0.113,94,24.4445,0.309,0.144,0,0.194
South,Virginia,Wythe County,"Wythe County, Virginia",5,4.9,0.212,0.212,6.4,0.767,8571,440.6,12.291,7.3,0.071,0.09,63.98,0.339,0.144,61.1,19.9119,0.282,0.145,7.36,0.228
South,Virginia,York County,"York County, Virginia",5,9,0.36,0.349,0,0.896,10436,499.8,14.566,0,0.077,0.09,77.03,0.375,0,79.9,27.3948,0.325,0.145,8.07,0.166
South,Virginia,"Alexandria city, VA","Alexandria city, VA, Virginia",5,5.5,0.254,0.265,0,0.925,11111,483.5,11.056,0,0.108,0.11,99.65,0.215,0,86.6,23.6622,0.407,0.145,13.08,0.097
South,Virginia,Bedford city,"Bedford city, Virginia",5,6.8,0.263,0.211,0,0.575,9732,435.5,6.799,0,0.088,0.1,104.48,0.471,0.106,85.3,21.6028,0.405,0.145,24.01,0.132
South,Virginia,Bristol city,"Bristol city, Virginia",5,4.6,0.272,0.274,10.2,0.59,11232,514.1,11.056,8.1,0.094,0.1,79.42,0.518,0.144,99.7,26.1555,0.428,0.145,12.79,0.2
South,Virginia,Buena Vista city,"Buena Vista city, Virginia",5,3.6,0.148,0.13,7.1,0.78,7493,302,5.708,4.2,0.059,0.09,50.76,0.347,0.107,80.4,23.5121,0.335,0.145,0,0.285
South,Virginia,Charlottesville city,"Charlottesville city, Virginia",5,3.7,0.172,0.242,9.5,0.889,9140,445,15.179,0,0.085,0.08,95.6,0.27,0.12,83.7,28.4711,0.208,0.145,10.24,0.151
South,Virginia,"Chesapeake city, VA","Chesapeake city, VA, Virginia",5,5.6,0.312,0.334,0,0.966,9937,505,5.851,8.2,0.115,0.1,99.53,0.261,0.081,109.3,30.6752,0.314,0.145,15.64,0.111
South,Virginia,Colonial Heights city,"Colonial Heights city, Virginia",5,7.2,0.354,0.329,9.6,0.859,14616,742.7,7.79,7.2,0.137,0.12,178.14,0.412,0.104,144.7,21.1003,0.352,0.145,16.72,0.229
South,Virginia,Covington city,"Covington city, Virginia",5,6.3,0.276,0.276,0,0.921,11433,558.3,7.056,0,0.081,0.1,132.61,0.273,0,126.4,25.1902,0.363,0.145,5.89,0.201
South,Virginia,Danville city,"Danville city, Virginia",5,4.8,0.293,0.258,0,0.625,10159,496.2,16.536,0,0.1,0.12,133.76,0.5,0.136,70.5,20.3299,0.451,0.145,0,0.166
South,Virginia,Emporia city,"Emporia city, Virginia",5,7,0.296,0,0,0.975,10733,514.6,9.025,0,0.097,0.09,101.56,0.351,0,116.2,33.4445,0.266,0.145,8.05,0.213
South,Virginia,Fairfax city,"Fairfax city, Virginia",5,5.4,0.221,0.256,8.9,0.923,8978,431.6,14.733,3.1,0.075,0.09,86.35,0.353,0.085,72.9,21.2884,0.279,0.145,4.14,0.285
South,Virginia,Falls Church city,"Falls Church city, Virginia",5,5.1,0.205,0.277,9.8,0.81,8111,414.2,20.069,3.3,0.061,0.1,85.66,0.316,0.098,62.4,19.5552,0.289,0.145,9.53,0.199
South,Virginia,Franklin city,"Franklin city, Virginia",5,5.5,0.241,0.284,0,0.885,9167,426.3,16.274,0,0.077,0.08,43.86,0.298,0,95.2,23.7743,0.264,0.146,0,0.209
South,Virginia,Fredericksburg city,"Fredericksburg city, Virginia",5,4.8,0.209,0.239,0,0.856,12971,578.9,15.145,14.6,0.105,0.15,114.2,0.515,0,97.4,18.9085,0.475,0.146,9.38,0.181
South,Virginia,Galax city,"Galax city, Virginia",5,5.2,0.24,0.218,0,0.73,10557,525.4,14.139,0,0.061,0.07,139.04,0.291,0.093,103.1,29.2285,0.383,0.146,6.93,0.23
South,Virginia,"Hampton city, VA","Hampton city, VA, Virginia",5,4.3,0.234,0.189,0,0.69,9599,489.2,9.846,6.8,0.115,0.12,94.32,0.462,0,68.5,23.9667,0.371,0.146,0,0.19
South,Virginia,Harrisonburg city,"Harrisonburg city, Virginia",5,4.3,0.248,0.306,0,0.913,9187,442,10.961,0,0.079,0.08,171.05,0.266,0,93.6,28.1548,0.279,0.146,15.39,0.227
South,Virginia,Hopewell city,"Hopewell city, Virginia",5,5.2,0.257,0.265,8.6,0.649,11041,563.8,9.608,4.8,0.072,0.11,142.43,0.427,0.137,83,29.8542,0.339,0.146,7.8,0.169
South,Virginia,Lexington city,"Lexington city, Virginia",5.1,4.1,0.245,0.25,9.4,0.64,11179,532.5,8.367,8.7,0.061,0.11,64.04,0.476,0.145,89.1,25.8583,0.405,0.146,6.48,0.228
South,Virginia,Lynchburg city,"Lynchburg city, Virginia",5.1,3.7,0.207,0.205,14.7,0.63,7514,393.4,7.882,10.1,0.06,0.11,44.16,0.352,0.223,59,23.7014,0.24,0.146,0,0.106
South,Virginia,Manassas city,"Manassas city, Virginia",5.1,5.4,0.255,0.23,8,0.813,9957,518.5,12.378,5.5,0.08,0.12,94.6,0.346,0.092,98.4,21.2933,0.318,0.146,14.18,0.174
South,Virginia,Manassas Park city,"Manassas Park city, Virginia",5.1,4.8,0.248,0.241,11.1,0.838,11354,540.8,10.634,0,0.091,0.1,79.17,0.369,0.088,81.9,24.1467,0.317,0.146,0,0.116
South,Virginia,Martinsville city,"Martinsville city, Virginia",5.1,3.6,0.208,0.237,12.8,0.555,14180,646.5,16.08,22.4,0.138,0.14,76.26,0.681,0.109,92.5,16.5215,0.511,0.146,8.88,0.213
South,Virginia,"Newport News city, VA","Newport News city, VA, Virginia",5.1,4.2,0.249,0.229,0,0.925,10009,510.7,17.93,0,0.121,0.11,130.64,0.395,0.099,88.3,28.9738,0.312,0.146,0,0.26
South,Virginia,"Norfolk city, VA","Norfolk city, VA, Virginia",5.1,4.9,0.201,0.21,0,0.825,8813,362.8,11.06,0,0.092,0.09,50.27,0.36,0,65.6,28.9446,0.351,0.146,10.25,0.255
South,Virginia,Norton city,"Norton city, Virginia",5.1,4.7,0.175,0,0,0.825,7107,372.4,21.985,0,0.098,0.11,89.48,0.533,0,41.2,25.5522,0.403,0.146,9.95,0.19
South,Virginia,Petersburg city,"Petersburg city, Virginia",5.1,3.9,0.216,0.276,0,0.823,15374,608.1,19.334,0,0.055,0.08,102.02,0.371,0.157,129.4,18.534,0.303,0.146,10.4,0.143
South,Virginia,Poquoson city,"Poquoson city, Virginia",5.1,5.1,0.267,0.211,0,0.639,11633,574.7,10.812,12.6,0.118,0.13,83.71,0.551,0.095,78.2,24.0035,0.429,0.146,10.2,0.19
South,Virginia,Portsmouth city,"Portsmouth city, Virginia",5.1,5.6,0.251,0.175,0,0.825,10683,527,9.423,0,0.101,0.08,144.81,0.366,0,114.2,25.8024,0.329,0.146,12.7,0.167
South,Virginia,Radford city,"Radford city, Virginia",5.1,3.2,0.241,0.221,0,0.9,10159,507.6,13.68,0,0.088,0.09,114.87,0.381,0,102,25.6135,0.272,0.146,6.68,0.162
South,Virginia,"Richmond city, VA","Richmond city, VA, Virginia",5.1,5,0.256,0.28,0,0.925,9058,422.1,16.579,0,0.099,0.1,74.18,0.243,0,78,24.0578,0.383,0.146,10.22,0.181
South,Virginia,"Roanoke city, VA","Roanoke city, VA, Virginia",5.1,5.2,0.26,0.257,10.9,0.78,11145,504.9,15.103,10.3,0.091,0.1,66.64,0.388,0.108,114.3,23.4186,0.295,0.146,0,0.181
South,Virginia,Salem city,"Salem city, Virginia",5.1,2.4,0.133,0.203,0,0.79,7346,372.7,13.58,0,0.07,0.11,75.42,0.342,0.257,64.7,30.9172,0.225,0.146,10.37,0.2
West,Washington,Staunton city,"Staunton city, Washington",5.1,7.6,0.348,0.346,0,0.79,17265,731.4,7.305,8.5,0.088,0.12,133.59,0.269,0.056,191,31.1138,0.332,0.146,10.99,0.219
West,Washington,Suffolk city,"Suffolk city, Washington",5.1,4,0.184,0.17,0,0.7,10462,488.4,17.354,10.7,0.068,0.09,53.11,0.307,0,83.4,26.3444,0.287,0.147,15.27,0.108
West,Washington,"Virginia Beach city, VA","Virginia Beach city, VA, Washington",5.1,4.6,0.211,0.195,0,0.85,10616,484.5,17.535,8,0.102,0.1,85.9,0.293,0,90.8,32.1878,0.292,0.147,6.93,0.131
West,Washington,Waynesboro city,"Waynesboro city, Washington",5.1,3.7,0.188,0.22,8.7,0.714,8910,455.6,14.981,6,0.072,0.1,58.78,0.493,0.137,54.1,19.9014,0.292,0.147,11.16,0.159
West,Washington,Williamsburg city,"Williamsburg city, Washington",5.1,5.5,0.256,0.254,6.4,0.938,8758,447.2,17.899,0,0.077,0.1,106.73,0.341,0.096,86.7,20.7414,0.266,0.147,12.88,0.164
West,Washington,Winchester city,"Winchester city, Washington",5.1,8.1,0.364,0.312,9,0.869,13649,686.5,11.211,0,0.176,0.11,218.3,0.325,0,121.2,21.3615,0.366,0.147,7.91,0.171
West,Washington,Adams County,"Adams County, Washington",5.1,3.6,0.148,0.21,0,0.985,8079,377.5,15.212,0,0.082,0.07,78.96,0.345,0,102.6,25.7114,0.244,0.147,0,0.128
West,Washington,Asotin County,"Asotin County, Washington",5.1,4.2,0.187,0.225,11.1,0.69,12062,527.3,15.222,14.6,0.1,0.14,106.4,0.491,0.098,90.1,21.6929,0.418,0.147,10.41,0.182
West,Washington,"Benton County, WA","Benton County, WA, Washington",5.1,2.5,0.173,0.139,11.9,0.625,9375,417.2,8.8,8.7,0.07,0.13,106.01,0.394,0.138,94.7,28.3254,0.307,0.147,11.37,0.173
West,Washington,Chelan County,"Chelan County, Washington",5.1,4.3,0.223,0.23,12.3,0.704,11908,595.4,11.632,17.1,0.127,0.14,67.38,0.721,0.134,80.1,16.7642,0.562,0.147,20.79,0.135
West,Washington,Clallam County,"Clallam County, Washington",5.1,4.9,0.283,0.182,12.2,0.76,11885,555.8,11.132,13.3,0.108,0.14,103.63,0.366,0.082,97.4,26.7449,0.361,0.147,9.91,0.212
West,Washington,"Clark County, WA","Clark County, WA, Washington",5.1,4.4,0.218,0.284,8.4,0.812,9942,501.8,15.789,4.7,0.059,0.07,79.04,0.311,0.08,102.5,22.689,0.294,0.147,0,0.109
West,Washington,Columbia County,"Columbia County, Washington",5.1,3.9,0.189,0.227,11.2,0.712,10260,526.5,13.439,9.1,0.075,0.11,61.07,0.481,0.106,82.2,23.34,0.351,0.147,18.09,0.169
West,Washington,"Cowlitz County, WA","Cowlitz County, WA, Washington",5.2,4.5,0.19,0.169,0,0,0,231.4,17.953,0,0.077,0.08,0,0.259,0.105,0,18.1968,0.253,0.147,15.85,0.164
West,Washington,Douglas County,"Douglas County, Washington",5.2,4.7,0.19,0.266,0,0.89,9777,472.4,15.092,0,0.084,0.09,88.34,0.338,0.146,99.1,25.2214,0.23,0.147,8.89,0.149
West,Washington,Ferry County,"Ferry County, Washington",5.2,4.6,0.217,0.462,0,0.825,8419,434.7,5.258,0,0.098,0.1,107.36,0.376,0.155,65.7,32.5548,0.312,0.147,14.93,0.207
West,Washington,Franklin County,"Franklin County, Washington",5.2,4.8,0.234,0.251,13.5,0.697,8901,443.7,8.456,0,0.1,0.12,86.93,0.558,0.135,56.1,23.6957,0.424,0.148,5.99,0.186
West,Washington,Garfield County,"Garfield County, Washington",5.2,5.8,0.28,0.221,8.5,0.83,11273,533.1,9.242,4.2,0.063,0.09,102.39,0.254,0.084,89.3,24.7941,0.281,0.148,8.02,0.16
West,Washington,Grant County,"Grant County, Washington",5.2,5.3,0.236,0.228,0,0.94,8478,443.6,11.987,0,0.084,0.09,113.65,0.327,0.092,76.9,23.8113,0.257,0.148,8.85,0.248
West,Washington,Grays Harbor County,"Grays Harbor County, Washington",5.2,7.4,0.319,0.297,10.3,0.883,11691,575.6,9.768,5.1,0.121,0.09,168.5,0.366,0,121.3,20.4165,0.494,0.148,18.36,0.196
West,Washington,Island County,"Island County, Washington",5.2,5.4,0.239,0.237,0,0.75,9881,482.6,15.622,0,0.063,0.11,111.44,0.407,0.146,85.7,31.5698,0.308,0.148,14.48,0.165
West,Washington,Jefferson County,"Jefferson County, Washington",5.2,3.2,0.164,0.182,14.3,0.79,7081,360.7,11.674,4.3,0.097,0.1,71.63,0.435,0.153,59.6,24.0359,0.288,0.148,21.74,0.115
West,Washington,"King County, WA","King County, WA, Washington",5.2,5.3,0.256,0.259,10.7,0.69,11788,531.4,13.261,9.9,0.075,0.12,89.03,0.482,0,98,27.5904,0.411,0.148,12.67,0.162
West,Washington,"Kitsap County, WA","Kitsap County, WA, Washington",5.2,4.2,0.237,0.232,13,0.77,11943,535.3,13.151,7.8,0.073,0.13,97.44,0.424,0.077,93.2,35.0712,0.399,0.148,19.74,0.155
West,Washington,Kittitas County,"Kittitas County, Washington",5.2,3.9,0.191,0.139,0,0.812,10752,485.6,10.048,0,0.072,0.09,68.03,0.319,0,93.9,24.4545,0.322,0.148,17.63,0.172
West,Washington,Klickitat County,"Klickitat County, Washington",5.2,3.9,0.192,0.229,8.4,0.82,9068,442.7,10.921,11.2,0.086,0.1,64.69,0.427,0.129,61.5,21.8322,0.336,0.148,17.69,0.164
West,Washington,Lewis County,"Lewis County, Washington",5.2,5.7,0.2,0.251,0,0.925,12867,600.7,15.891,0,0.106,0.08,97.7,0.308,0,121.8,23.9359,0.356,0.148,8.13,0.191
West,Washington,Lincoln County,"Lincoln County, Washington",5.2,0,0.195,0.164,0,0.86,8662,431.8,14.822,0,0.063,0.07,61.06,0.359,0,71.7,23.496,0.208,0.148,10.05,0.242
West,Washington,Mason County,"Mason County, Washington",5.2,3.8,0.177,0.23,12.1,0.76,10342,492.4,12.232,14.7,0.075,0.11,37.39,0.563,0.137,63.1,23.7398,0.332,0.148,10.34,0.189
West,Washington,Okanogan County,"Okanogan County, Washington",5.2,6,0.303,0.297,0,0.81,12293,578.2,6.936,0,0.084,0.1,102.69,0.357,0.107,127.1,33.2906,0.346,0.148,0,0.177
West,Washington,Pacific County,"Pacific County, Washington",5.2,2.9,0.138,0.158,0,0.825,6609,362.1,10.574,0,0.051,0.09,78.62,0.25,0,83.3,28.084,0.268,0.148,7.47,0.181
West,Washington,Pend Oreille County,"Pend Oreille County, Washington",5.2,5.3,0.263,0.347,0,0.775,10412,479,6.129,0,0.097,0.07,68.72,0.317,0.13,80.6,30.6376,0.343,0.148,8.14,0.162
West,Washington,"Pierce County, WA","Pierce County, WA, Washington",5.2,5.3,0.239,0.299,0,0.825,11121,546.4,12.164,0,0.115,0.1,110.13,0.312,0,109.2,26.0392,0.423,0.148,17.17,0.161
West,Washington,San Juan County,"San Juan County, Washington",5.2,2.7,0.161,0.281,0,0.925,10747,428.8,11.972,0,0.09,0.06,74.27,0.294,0,76.5,30.0157,0.318,0.148,9.76,0.165
West,Washington,"Skagit County, WA","Skagit County, WA, Washington",5.2,6,0.286,0.262,0,0.775,8959,490.8,8.932,0,0.082,0.11,107.77,0.372,0,66.3,29.6642,0.289,0.149,0,0.139
West,Washington,Skamania County,"Skamania County, Washington",5.2,4.4,0.259,0.296,9.1,0.78,10657,493.3,17.999,5.3,0.068,0.1,78.75,0.347,0.074,70.9,22.4564,0.258,0.149,9.1,0.168
West,Washington,"Snohomish County, WA","Snohomish County, WA, Washington",5.2,5.2,0.227,0.26,10,0.765,11057,538.1,15.806,7.5,0.065,0.09,88.46,0.385,0.107,73.8,22.5287,0.281,0.149,7.92,0.205
West,Washington,"Spokane County, WA","Spokane County, WA, Washington",5.2,3.9,0.211,0,0,0.71,10098,523.3,5.199,13.3,0.099,0.14,72.06,0.605,0,78.6,29.3975,0.388,0.149,7.73,0.259
West,Washington,Stevens County,"Stevens County, Washington",5.2,4.6,0.237,0.269,10.1,0.752,12632,568,10.881,0,0.079,0.09,116.76,0.313,0,106.3,23.249,0.305,0.149,15.1,0.2
South,West Virginia,"Thurston County, WA","Thurston County, WA, West Virginia",5.2,4.7,0.238,0.183,10.7,0.624,10818,495.1,8.74,6.2,0.066,0.09,66.06,0.495,0.11,73.9,18.5929,0.348,0.149,24.5,0.106
South,West Virginia,Wahkiakum County,"Wahkiakum County, West Virginia",5.3,4,0.223,0.281,0,0.769,10542,486.8,10.143,9.4,0.074,0.09,67.82,0.382,0.141,92,26.097,0.341,0.149,16.04,0.139
South,West Virginia,Walla Walla County,"Walla Walla County, West Virginia",5.3,5.3,0.275,0.368,0,0.866,10788,505.8,10.22,0,0.083,0.13,81.9,0.553,0,129.9,19.1931,0.42,0.149,34.62,0.086
South,West Virginia,"Whatcom County, WA","Whatcom County, WA, West Virginia",5.3,10,0.363,0,0,0,10724,558.8,14.342,0,0.125,0.13,54.23,0.57,0,69,25.2187,0.428,0.149,29.49,0.107
South,West Virginia,Whitman County,"Whitman County, West Virginia",5.3,5.6,0.291,0.376,0,0.873,8166,455.3,5.853,0,0.118,0.08,158.06,0.309,0.101,94.9,34.5882,0.375,0.149,10.67,0.084
South,West Virginia,"Yakima County, WA","Yakima County, WA, West Virginia",5.3,3.8,0.219,0.256,0,0,10209,452.5,10.093,0,0.095,0.15,77.43,0.683,0,107.9,21.0567,0.502,0.149,13.11,0.142
South,West Virginia,Barbour County,"Barbour County, West Virginia",5.3,4.4,0.241,0.259,11.8,0.625,9776,454,16.058,0,0.067,0.11,106.65,0.43,0.102,79.5,31.9985,0.34,0.149,26.32,0.089
South,West Virginia,"Berkeley County, WV","Berkeley County, WV, West Virginia",5.3,5.3,0.245,0.242,0,0.735,12204,533.7,10.756,12,0.091,0.12,143.22,0.417,0,77,28.1589,0.331,0.149,22.54,0.095
South,West Virginia,Boone County,"Boone County, West Virginia",5.3,4.7,0.271,0.206,11.8,0.8,9807,455.8,11.743,10.5,0.112,0.1,89.01,0.506,0,97.4,24.6664,0.374,0.149,17.69,0.104
South,West Virginia,Braxton County,"Braxton County, West Virginia",5.3,3.7,0.276,0.248,10.9,0.76,11011,517.1,13.853,21,0.146,0.13,87.07,0.597,0.086,74.6,21.5332,0.441,0.149,26.38,0.107
South,West Virginia,Brooke County,"Brooke County, West Virginia",5.3,4.1,0.252,0.293,7.3,0.902,10708,507.2,19.155,4.7,0.102,0.08,102.18,0.36,0.195,85.4,24.374,0.267,0.149,28.62,0.11
South,West Virginia,Cabell County,"Cabell County, West Virginia",5.3,5.5,0.203,0.259,9.8,0.831,10913,529,10.183,0,0.125,0.09,115.31,0.448,0,88,28.1321,0.36,0.149,23.97,0.092
South,West Virginia,Calhoun County,"Calhoun County, West Virginia",5.3,3.8,0.255,0.164,0,0.775,11917,602.6,10.185,12.7,0.094,0.14,61.23,0.608,0.122,63.6,27.3468,0.442,0.149,27.37,0.124
South,West Virginia,Clay County,"Clay County, West Virginia",5.3,4.2,0.163,0.331,0,0.729,0,392.4,3.486,0,0.06,0.07,0,0.579,0.225,114.6,15.6508,0.554,0.149,24.78,0.115
South,West Virginia,Doddridge County,"Doddridge County, West Virginia",5.3,5.7,0.312,0.333,9,0.91,11821,556.6,7.247,0,0.116,0.11,96.82,0.261,0,125.5,23.3309,0.309,0.149,13.47,0.114
