region,state,county,county2,poor_mental_health_days,poor_physical_health_days,poor_or_fair_health,adult_smoking,infant_mortality,high_school_graduation,premature_death,premature_ageadjusted_mortality,social_associations,homicide_rate,unemployment,low_birthweight,preventable_hospital_stays,children_in_singleparent_households,excessive_drinking,injury_deaths,mean_commute_minutes_x,children_in_poverty,diabetes,motor_vehicle_crash_deaths,severe_housing_problems
South,Arkansas,"Faulkner County, AR","Faulkner County, AR, Arkansas",,2.4,0.052,0.155,0,0.875,6555,368.7,14.153,0,0.037,0.07,58.48,0.153,0.201,40.1,14.0718,0.194,0.071,26.57,0.091
South,Arkansas,Franklin County,"Franklin County, Arkansas",,3.8,0.126,0.131,5.4,0.866,5274,282.5,8.173,3.1,0.049,0.07,55.15,0.375,0.125,36.6,17.1678,0.271,0.071,24.63,0.139
South,Arkansas,Fulton County,"Fulton County, Arkansas",,2.9,0.091,0.145,0,0.925,5358,282.5,10.342,0,0.041,0.06,44.71,0.312,0.193,65.2,22.0186,0.132,0.071,29,0.153
South,Arkansas,Garland County,"Garland County, Arkansas",,3.6,0.181,0,4.2,0.884,4915,243.6,4.571,5,0.111,0.06,52.4,0.265,0.238,41.5,30.7193,0.186,0.072,30.92,0.111
South,Arkansas,Grant County,"Grant County, Arkansas",,2.3,0.058,0.115,5.3,0.817,4569,228.3,11.695,1.7,0.041,0.06,41.61,0.258,0.143,47.5,16.7149,0.103,0.072,37.31,0.158
South,Arkansas,Greene County,"Greene County, Arkansas",,2.9,0.086,0.154,4.7,0.887,3915,207.9,8.276,1.1,0.046,0.06,39.43,0.227,0.207,38.1,24.5496,0.069,0.072,34.28,0.143
South,Arkansas,Hempstead County,"Hempstead County, Arkansas",,3.7,0.144,0.193,0,0.889,5877,277.6,11.572,0,0.074,0.06,40.78,0.273,0.183,91.3,22.3623,0.261,0.072,17.88,0.115
South,Arkansas,Hot Spring County,"Hot Spring County, Arkansas",,2.8,0.122,0.14,3.2,0.929,3914,211.6,9.729,1.3,0.071,0.08,51.05,0.198,0.173,31,30.3963,0.106,0.072,35.84,0.135
South,Arkansas,Howard County,"Howard County, Arkansas",,2.6,0.103,0.161,5.3,0.854,5153,269.4,11.399,0,0.03,0.06,46.43,0.254,0.212,38.8,15.9749,0.112,0.072,19.88,0.167
South,Arkansas,Independence County,"Independence County, Arkansas",,3.1,0.103,0.122,6.4,0.922,4321,240.7,11.922,0,0.056,0.06,53.35,0.229,0.135,38.8,19.4003,0.136,0.072,17.46,0.14
South,Arkansas,Izard County,"Izard County, Arkansas",,3.4,0.109,0.126,6.4,0.8,6759,319.3,4.278,0,0.054,0.07,39.82,0.173,0.096,76.1,17.5159,0.237,0.072,52.05,0.091
South,Arkansas,Jackson County,"Jackson County, Arkansas",,3.1,0.12,0.078,4.9,0.811,6150,270.6,3.315,1.9,0.051,0.06,38.46,0.216,0.062,71.7,17.4072,0.214,0.072,37.23,0.145
South,Arkansas,Jefferson County,"Jefferson County, Arkansas",,2.4,0,0,9.5,0.847,5203,291.7,15.104,0,0.062,0.07,0,0.365,0,28.9,14.7746,0.234,0.072,26.99,0.148
South,Arkansas,Johnson County,"Johnson County, Arkansas",,0,0,0,0,0.875,8802,422.6,15.583,0,0.071,0.09,65.78,0.348,0,52.3,17.5917,0.205,0.072,25.21,0.133
South,Arkansas,Lafayette County,"Lafayette County, Arkansas",,2.9,0.095,0.112,0,0.876,4123,236.9,10.943,0,0.062,0.06,47.27,0.237,0.167,40.9,14.3417,0.166,0.072,21.82,0.091
South,Arkansas,Lawrence County,"Lawrence County, Arkansas",,3.1,0.108,0.168,4.8,0.872,5122,267.7,12.813,0,0.057,0.06,45.12,0.249,0.237,51.3,17.1285,0.163,0.072,27.99,0.098
South,Arkansas,Lee County,"Lee County, Arkansas",,2.9,0.073,0.154,4.3,0.953,5462,291.7,13.996,0,0.052,0.06,39.4,0.265,0.257,61.6,17.2841,0.15,0.072,23.07,0.111
South,Arkansas,Lincoln County,"Lincoln County, Arkansas",,2.7,0.091,0.153,3.8,0.921,4656,254.6,13.062,0,0.065,0.06,54.48,0.209,0.253,53.4,18.3652,0.129,0.072,33.05,0.138
South,Arkansas,Little River County,"Little River County, Arkansas",,3.5,0.139,0.189,4.7,0.92,5854,292.9,11.473,1.4,0.07,0.06,50.58,0.299,0.229,62.7,23.3637,0.157,0.072,26.48,0.146
South,Arkansas,Logan County,"Logan County, Arkansas",,3.7,0.164,0.401,12.2,0.605,15939,609.3,8.069,0,0.117,0.07,101.84,0.503,0.19,194.5,6.72928,0.284,0.073,25.12,0.148
South,Arkansas,Lonoke County,"Lonoke County, Arkansas",,2.6,0.1,0.12,4.8,0.882,4459,225.2,9.177,4.1,0.071,0.08,50.83,0.248,0.206,44.5,27.7175,0.119,0.073,24.56,0.151
South,Arkansas,Madison County,"Madison County, Arkansas",,3.5,0.146,0.144,9.5,0.704,6743,335.9,9.466,4.5,0.054,0.09,58.38,0.39,0.141,59.1,19.7371,0.257,0.073,51.36,0.15
South,Arkansas,Marion County,"Marion County, Arkansas",,1.8,0,0.203,0,0.927,4871,237.5,17.3,0,0.05,0.06,43.48,0.239,0.172,62.8,22.4292,0.096,0.073,30.19,0.123
South,Arkansas,Miller County,"Miller County, Arkansas",,3.2,0.193,0,0,0.9,4860,262.5,25.872,0,0.033,0.04,74.73,0.203,0,63.9,12.0053,0.114,0.073,42.38,0.147
South,Arkansas,Mississippi County,"Mississippi County, Arkansas",,2.5,0.112,0.154,0,0.941,5768,262.9,26.634,0,0.027,0.07,35.16,0.198,0.183,37.4,16.7734,0.117,0.073,17.15,0.136
South,Arkansas,Monroe County,"Monroe County, Arkansas",,2.8,0.128,0.116,7.2,0.867,4569,245.6,11.164,2.6,0.053,0.08,29.12,0.255,0.155,43,20.5845,0.134,0.073,32.84,0.146
South,Arkansas,Montgomery County,"Montgomery County, Arkansas",,2.8,0.111,0.129,6.8,0.815,4775,243.9,9.809,3,0.062,0.08,43.7,0.283,0.15,36,22.3204,0.145,0.073,35.66,0.091
South,Arkansas,Nevada County,"Nevada County, Arkansas",,3.6,0.087,0.123,4.3,0.659,5431,269.5,10.414,1.8,0.095,0.06,28.32,0.269,0.168,63.7,16.7986,0.201,0.073,29.15,0.21
South,Arkansas,Newton County,"Newton County, Arkansas",,2.8,0.087,0.133,0,0.896,3891,210.8,9.971,0,0.08,0.06,48.88,0.161,0.17,57.7,24.2513,0.091,0.073,16.47,0.103
South,Arkansas,Ouachita County,"Ouachita County, Arkansas",,3.1,0.105,0.176,0,0.916,5458,286.4,9.616,0,0.049,0.05,54.25,0.279,0.22,70.3,24.0508,0.158,0.073,25.53,0.151
South,Arkansas,Perry County,"Perry County, Arkansas",,3.3,0.2,0.453,0,0.575,8471,407.8,9.333,0,0.05,0.07,105.35,0.475,0.147,92.4,7.20485,0.167,0.074,32.75,0.133
South,Arkansas,Phillips County,"Phillips County, Arkansas",,3.1,0.128,0.152,5.7,0.747,7744,324.5,9.043,7.2,0.081,0.08,43.07,0.383,0.151,94.3,17.7458,0.281,0.074,18.72,0.132
South,Arkansas,Pike County,"Pike County, Arkansas",,3.4,0.167,0.085,5.5,0.88,4739,248.6,7.192,1.4,0.063,0.06,45.52,0.281,0.237,50.1,22.2835,0.137,0.074,24.47,0.103
South,Arkansas,Poinsett County,"Poinsett County, Arkansas",,2.7,0.087,0.081,4.7,0.915,4922,247,7.576,1.8,0.076,0.06,32.79,0.22,0.164,47.3,24.9636,0.095,0.074,17.07,0.164
South,Arkansas,Polk County,"Polk County, Arkansas",,2.4,0,0,0,0,0,0,56.417,0,0.054,0,0,0,0,0,13.0137,0.14,0.074,26.94,0.138
South,Arkansas,Pope County,"Pope County, Arkansas",,2.6,0.114,0.136,5.9,0.713,4808,246.9,6.698,4.7,0.071,0.08,53.51,0.284,0.147,37,30.3669,0.2,0.074,18.74,0.192
South,Arkansas,Prairie County,"Prairie County, Arkansas",,2.8,0.117,0.122,6.2,0.927,4195,221,8.718,1.5,0.075,0.07,54.05,0.193,0.201,32.2,27.5417,0.098,0.074,14.59,0.108
South,Arkansas,"Pulaski County, AR","Pulaski County, AR, Arkansas",,1.9,0.095,0.118,7.3,0.913,4134,208.6,26.555,0,0.033,0.05,48.68,0.14,0.136,36.1,11.3036,0.097,0.074,26.8,0.135
South,Arkansas,Randolph County,"Randolph County, Arkansas",,2.7,0.081,0.142,3.9,0.805,3449,191.5,10.351,0,0.047,0.06,40.78,0.153,0.261,43.2,23.8764,0.052,0.074,38.47,0.152
South,Arkansas,St. Francis County,"St. Francis County, Arkansas",,2.5,0.098,0.136,5.2,0.823,4711,243.7,16.292,1,0.05,0.07,56.3,0.237,0.21,47,19.2693,0.126,0.074,13.28,0.15
South,Arkansas,"Saline County, AR","Saline County, AR, Arkansas",,0,0.072,0.141,0,0.856,4675,246.5,15.968,0,0.046,0.06,46.95,0.279,0.164,54.2,17.3042,0.144,0.074,21.26,0.14
South,Arkansas,Scott County,"Scott County, Arkansas",,2.7,0.108,0.182,4.9,0.864,5591,299.9,11.689,2.2,0.045,0.07,44.62,0.301,0.149,51.3,17.4072,0.174,0.074,33.71,0.171
South,Arkansas,Searcy County,"Searcy County, Arkansas",,3.1,0.092,0.141,5.8,0.854,4939,253.1,11.989,0,0.081,0.06,43.58,0.257,0.224,59.6,24.2747,0.105,0.074,19.57,0.178
South,Arkansas,"Sebastian County, AR","Sebastian County, AR, Arkansas",,3,0.101,0.215,0,0.754,5369,269.1,18.855,0,0.039,0.08,42.45,0.301,0.192,56.6,16.6299,0.189,0.074,19.78,0.164
South,Arkansas,Sevier County,"Sevier County, Arkansas",,3.4,0.115,0.143,5.2,0.8,5876,318.4,11.135,3.8,0.055,0.07,53.31,0.26,0.139,45.3,17.6033,0.183,0.074,32.41,0.127
South,Arkansas,Sharp County,"Sharp County, Arkansas",,2.9,0.126,0.234,7.7,0.81,6900,367.5,9.4,0,0.039,0.09,77.71,0.252,0.203,69.8,19.7937,0.092,0.074,11.75,0.194
South,Arkansas,Stone County,"Stone County, Arkansas",,3.1,0.11,0.213,0,0.826,8419,341.6,17.687,0,0.052,0.06,81.11,0.293,0.246,103.2,11.2511,0.126,0.075,23.34,0.135
South,Arkansas,Union County,"Union County, Arkansas",,2.9,0.135,0.103,3.8,0.865,3757,204.8,5.437,2.6,0.068,0.07,31.93,0.222,0.149,36.8,25.1245,0.129,0.075,26.99,0.137
South,Arkansas,Van Buren County,"Van Buren County, Arkansas",,4.9,0.248,0.145,5.3,0.839,6961,356.5,4.735,8.7,0.14,0.06,59.08,0.353,0.192,50.3,21.9853,0.398,0.075,35.84,0.164
West,California,"Washington County, AR","Washington County, AR, California",,4.2,0.089,0.115,0,0,0,297.2,5.015,0,0.076,0.09,0,0.206,0.189,166.1,16.6197,0.183,0.075,5.88,0.255
West,California,White County,"White County, California",,2.9,0.149,0.255,0,0.784,5832,306.4,13.698,0,0.056,0.07,47.52,0.305,0.182,61.3,16.1015,0.19,0.075,0,0.211
West,California,Woodruff County,"Woodruff County, California",,3.2,0.099,0.221,4.9,0.69,7359,354.2,12.164,4.3,0.042,0.07,54,0.339,0.281,109.5,17.7558,0.236,0.075,19.12,0.198
West,California,Yell County,"Yell County, California",,2.7,0.096,0.116,5.8,0.833,5029,257.2,10.4,2.2,0.059,0.08,50.19,0.275,0.15,42.7,22.0388,0.152,0.075,15.9,0.232
West,California,"Alameda County, CA","Alameda County, CA, California",,2.8,0.109,0.145,6.5,0.706,5621,290.1,11.708,3.3,0.05,0.07,38.76,0.355,0.163,52.1,22.1636,0.225,0.075,23.76,0.195
West,California,Alpine County,"Alpine County, California",,3.8,0.113,0.17,0,0,6636,301.8,6.14,0,0.051,0.07,28.44,0.188,0.166,88.1,19.9068,0.138,0.075,17.48,0.217
West,California,Amador County,"Amador County, California",,2.4,0.11,0.129,0,0,6716,299.5,14.225,0,0.053,0.03,45.77,0.118,0.199,106.7,18.6359,0.176,0.075,7.14,0.238
West,California,"Butte County, CA","Butte County, CA, California",,2.7,0.119,0.186,0,0.861,8409,333.7,24.052,0,0.026,0.09,48.53,0.215,0.201,132.5,15.9681,0.101,0.075,27.1,0.242
West,California,Calaveras County,"Calaveras County, California",,4.2,0.171,0.164,0,0.743,8911,331.2,11.288,8.6,0.09,0.11,49.3,0.453,0.145,112.3,17.5941,0.375,0.075,11.06,0.212
West,California,Colusa County,"Colusa County, California",,3.2,0.114,0.178,4.5,0.879,5284,271.1,6.423,2.8,0.064,0.08,66.24,0.237,0.181,52.4,30.3065,0.101,0.075,14.68,0.288
West,California,"Contra Costa County, CA","Contra Costa County, CA, California",,4,0.155,0.175,4.6,0.869,7450,376.5,12.628,2,0.047,0.06,70.74,0.286,0.149,62.5,16.9289,0.223,0.075,16.85,0.199
West,California,Del Norte County,"Del Norte County, California",,3.1,0.108,0.119,4.5,0.774,4377,230.1,7.231,1.7,0.063,0.06,32.64,0.243,0.152,41.6,23.1689,0.138,0.075,17.87,0.253
West,California,"El Dorado County, CA","El Dorado County, CA, California",,3.4,0.133,0.137,4.8,0.898,4767,255.5,7.101,2.1,0.052,0.08,52.2,0.257,0.182,49,27.5398,0.151,0.075,12.65,0.286
West,California,"Fresno County, CA","Fresno County, CA, California",,3.3,0.13,0.174,0,0.875,9790,398.2,9.648,0,0.075,0.07,46.2,0.307,0.161,122,12.3843,0.234,0.075,15.48,0.204
West,California,Glenn County,"Glenn County, California",,3.3,0.108,0.16,0,0.779,6039,329,13.186,0,0.045,0.06,37.21,0.321,0.203,91.2,19.0648,0.194,0.075,15.61,0.27
West,California,"Humboldt County, CA","Humboldt County, CA, California",,2.2,0.105,0.097,4.7,0.92,3258,176.8,6.708,1,0.042,0.07,52.04,0.147,0.192,23.7,30.7464,0.041,0.075,16.41,0.237
West,California,"Imperial County, CA","Imperial County, CA, California",,0,0.071,0,6.1,0.862,6990,352,20.703,4,0.049,0.08,0,0.385,0,40.3,17.132,0.237,0.075,24,0.264
West,California,Inyo County,"Inyo County, California",,2.9,0.1,0.157,0,0.94,5528,278.8,12.48,0,0.058,0.06,57.46,0.269,0.236,64.9,21.4496,0.168,0.075,14.38,0.217
West,California,"Kern County, CA","Kern County, CA, California",,3.7,0.112,0.142,0,0.96,3994,226.7,12.251,0,0.049,0.06,51.84,0.211,0.314,51.9,25.7948,0.103,0.075,7.7,0.346
West,California,"Kings County, CA","Kings County, CA, California",,3.6,0.144,0.225,0,0.77,7269,389.6,19.595,0,0.061,0.05,50.92,0.276,0.212,83,12.6779,0.143,0.076,20.7,0.271
West,California,Lake County,"Lake County, California",,3.1,0.145,0.109,4.5,0.91,4179,220.4,5.809,2.4,0.062,0.06,38.94,0.26,0.172,36.1,25.4285,0.188,0.076,3.99,0.236
West,California,Lassen County,"Lassen County, California",,3.5,0.16,0.121,4.8,0.855,4882,256.7,5.637,3.1,0.075,0.07,38.93,0.292,0.172,47.4,23.2701,0.194,0.076,21.17,0.182
West,California,"Los Angeles County, CA","Los Angeles County, CA, California",,3.7,0.141,0.201,4.3,0.74,7065,337,8.928,4.2,0.081,0.07,30.4,0.307,0.182,88,20.7225,0.193,0.076,17.14,0.28
West,California,"Madera County, CA","Madera County, CA, California",,3.5,0.236,0.154,8.3,0.707,7179,369,11.942,0,0.063,0.07,51.97,0.348,0.148,78.2,16.9564,0.204,0.076,15.61,0.284
West,California,"Marin County, CA","Marin County, CA, California",,3.2,0.12,0.152,5.7,0.835,4918,252.9,8.361,2,0.055,0.07,30.37,0.25,0.16,48.9,18.634,0.147,0.076,25.42,0.213
West,California,Mariposa County,"Mariposa County, California",,3.1,0.132,0.2,7,0.873,4946,274.6,9.36,0,0.083,0.07,71.1,0.258,0.238,37.2,24.9722,0.179,0.076,0,0.258
West,California,Mendocino County,"Mendocino County, California",,2.9,0.098,0.135,6,0.881,5178,269.8,13.208,2.2,0.053,0.06,41.25,0.311,0.187,56.3,21.1204,0.137,0.076,9.57,0.304
West,California,"Merced County, CA","Merced County, CA, California",,3.9,0.123,0.11,0,0,8053,316.9,10.424,0,0.072,0.08,45.68,0.205,0.158,100.4,22.4567,0.184,0.076,9.08,0.254
West,California,Modoc County,"Modoc County, California",,2.8,0.079,0.148,0,0,0,314.9,29.762,0,0.02,0.1,127.83,0.213,0.239,89.3,12.0126,0.108,0.076,14.1,0.245
West,California,Mono County,"Mono County, California",,2.5,0.13,0.176,7.1,0.813,5936,284.8,17.984,0,0.036,0.06,44.04,0.328,0.199,54.1,14.228,0.174,0.076,6.12,0.288
West,California,"Monterey County, CA","Monterey County, CA, California",,2.6,0.127,0.148,6,0.88,5483,279.4,13.463,0,0.033,0.05,49.79,0.326,0.226,47.8,14.0107,0.142,0.076,8.08,0.199
West,California,"Napa County, CA","Napa County, CA, California",,4.2,0.23,0.163,4.8,0.78,5293,298.6,4.722,4.4,0.091,0.09,73.75,0.436,0.174,30.5,33.8097,0.315,0.076,12.04,0.219
West,California,"Nevada County, CA","Nevada County, CA, California",,3.7,0.219,0.158,4.7,0.737,6819,334.9,6.435,3.6,0.075,0.08,55.97,0.391,0.164,68.1,19.7822,0.376,0.076,11.77,0.284
West,California,"Orange County, CA","Orange County, CA, California",,3.4,0.149,0.084,0,0,7189,319,15.798,0,0.05,0.09,64.25,0.289,0,94.1,13.7775,0.244,0.076,9.26,0.236
West,California,"Placer County, CA","Placer County, CA, California",,3.1,0.118,0.181,9.3,0.812,7224,345.4,16.37,0,0.033,0.06,41.21,0.249,0.219,66.4,19.117,0.114,0.076,10.39,0.292
West,California,Plumas County,"Plumas County, California",,3.4,0.128,0.135,5.8,0.652,6108,325.4,11.208,3.5,0.069,0.06,38.11,0.333,0.192,63.8,23.7256,0.23,0.076,12.21,0.288
West,California,"Riverside County, CA","Riverside County, CA, California",,3.2,0.139,0.128,0,0.923,7785,368.4,0.967,0,0.052,0.07,84.97,0.202,0,95.8,22.4277,0.173,0.076,8.34,0.266
West,California,"Sacramento County, CA","Sacramento County, CA, California",,1.7,0.052,0,0,0.875,4386,177.8,4.073,0,0.039,0.06,27.25,0.096,0,33.7,26.9345,0.063,0.076,4.55,0.267
West,California,San Benito County,"San Benito County, California",,3,0.094,0.156,0,0,5321,275.4,12.888,0,0.048,0.08,32.1,0.284,0.198,54.1,31.2243,0.144,0.076,13.01,0.289
West,California,"San Bernardino County, CA","San Bernardino County, CA, California",,3,0.095,0.156,6.9,0.901,5368,276.8,20.516,0,0.043,0.06,46.15,0.327,0.198,66.9,21.025,0.14,0.076,11.26,0.25
West,California,"San Diego County, CA","San Diego County, CA, California",,3.2,0.143,0.174,6.3,0.84,4526,235.9,5.857,2.7,0.049,0.07,48.98,0.232,0.19,34.1,38.0848,0.1,0.076,5.43,0.249
West,California,"San Francisco County, CA","San Francisco County, CA, California",,3.3,0.131,0.213,5.8,0.826,6808,370.6,7.801,2.6,0.079,0.08,66.86,0.341,0.234,61.1,25.3209,0.207,0.076,8.78,0.29
West,California,"San Joaquin County, CA","San Joaquin County, CA, California",,2.4,0.066,0.166,0,0.933,5503,247.2,9.275,0,0.071,0.06,46.18,0.244,0.299,64,20.4774,0.212,0.076,6.01,0.243
West,California,"San Luis Obispo County, CA","San Luis Obispo County, CA, California",,3.7,0.142,0.243,7.8,0.812,7065,341.3,10.604,0,0.041,0.09,54.27,0.255,0.213,95.1,20.6545,0.113,0.076,8.26,0.278
West,California,"San Mateo County, CA","San Mateo County, CA, California",,3,0.145,0.106,4.6,0.805,4887,256.6,6.529,9.4,0.074,0.07,42.04,0.292,0.194,42.4,28.9404,0.154,0.077,14.26,0.232
West,California,"Santa Barbara County, CA","Santa Barbara County, CA, California",,3,0.12,0.105,4,0.878,3824,207.2,5.897,3.3,0.054,0.07,28.79,0.221,0.206,37.7,25.4584,0.1,0.077,0,0.184
West,California,"Santa Clara County, CA","Santa Clara County, CA, California",,0,0,0.116,0,0,5247,256.7,34.349,0,0.041,0.06,63.2,0.232,0.174,95.8,14.0167,0.173,0.077,23.71,0.245
West,California,"Santa Cruz County, CA","Santa Cruz County, CA, California",,2.6,0.1,0.161,8.3,0.857,5456,279,12.446,2.6,0.082,0.08,52.65,0.36,0.182,45.6,16.9532,0.208,0.077,10.12,0.235
West,California,"Shasta County, CA","Shasta County, CA, California",,2.4,0.077,0.066,7.5,0.879,4924,231.6,12.147,0,0.038,0.06,45.72,0.239,0.156,36.7,15.0841,0.117,0.077,8.42,0.248
West,California,Sierra County,"Sierra County, California",,3.3,0.133,0.186,0,0.802,7395,337.5,13.348,0,0.075,0.06,56.43,0.307,0.207,76.4,28.9323,0.232,0.077,13.41,0.275
West,California,Siskiyou County,"Siskiyou County, California",,2.5,0.079,0.143,0,0.965,5355,298,20.077,0,0.037,0.06,50.4,0.169,0.209,57.4,19.8661,0.098,0.077,15.53,0.25
West,California,"Solano County, CA","Solano County, CA, California",,2.9,0.118,0.222,0,0.88,6952,356.8,14.666,0,0.037,0.05,28.51,0.089,0.092,81.1,20.8156,0.208,0.077,18.87,0.236
West,California,"Sonoma County, CA","Sonoma County, CA, California",,4.2,0.159,0.169,0,0.925,7215,380.6,1.829,0,0.06,0.09,36.94,0.167,0.105,97.3,16.9413,0.174,0.077,20.89,0.153
West,California,"Stanislaus County, CA","Stanislaus County, CA, California",,3.7,0.133,0.262,4.8,0.72,6983,356,9.05,4.8,0.073,0.06,55.5,0.242,0.183,79.9,32.1031,0.12,0.078,16.87,0.278
West,California,Sutter County,"Sutter County, California",,0,0,0,0,0,0,0,14.97,0,0.088,0,0,0.415,0,0,6.01429,0.268,0.078,17.46,0.221
West,California,Tehama County,"Tehama County, California",,4.4,0.194,0.405,0,0.526,16555,653.2,6.932,0,0.148,0.04,33.43,0.512,0.253,245.6,8.22807,0.301,0.078,8.62,0.254
West,California,Trinity County,"Trinity County, California",,3.3,0.135,0.143,5.7,0.879,4753,250.2,7.335,2.7,0.087,0.08,57.97,0.226,0.188,38.2,27.8844,0.137,0.078,9.22,0.254
West,California,"Tulare County, CA","Tulare County, CA, California",,2.4,0.072,0.124,5.2,0.921,3931,210.8,9.81,0.7,0.053,0.07,43.81,0.176,0.19,31.2,24.9376,0.061,0.078,15.97,0.241
West,Colorado,Tuolumne County,"Tuolumne County, Colorado",,2.8,0.108,0.176,5.9,0.879,6019,321.3,13.117,2.4,0.048,0.07,49.03,0.308,0.193,54.3,18.4326,0.16,0.078,9.55,0.19
West,Colorado,"Ventura County, CA","Ventura County, CA, Colorado",,1.6,0.053,0.109,0,0.969,4048,213.7,20.417,0,0.045,0.06,44.75,0.15,0.21,37.1,14.6422,0.116,0.078,23.09,0.186
West,Colorado,"Yolo County, CA","Yolo County, CA, Colorado",,3,0.144,0.223,9.1,0.7,7344,388.3,7.972,6.4,0.044,0.1,66.81,0.393,0.218,57.1,23.039,0.211,0.078,7.08,0.178
West,Colorado,Yuba County,"Yuba County, Colorado",,2.8,0.089,0.118,3.6,0.923,4368,238.6,9.738,1.3,0.06,0.07,61.98,0.185,0.194,40.3,31.2751,0.075,0.078,20.05,0.153
West,Colorado,"Adams County, CO","Adams County, CO, Colorado",,3.5,0.17,0.154,5.9,0.653,5968,313.5,9.793,7,0.07,0.09,63.93,0.527,0.189,46.5,29.2075,0.287,0.078,63.66,0.128
West,Colorado,Alamosa County,"Alamosa County, Colorado",,3.1,0.116,0.17,4.7,0.781,4915,259.4,7.134,1.9,0.051,0.07,49.29,0.24,0.192,47.7,26.9864,0.103,0.078,0,0.19
West,Colorado,"Arapahoe County, CO","Arapahoe County, CO, Colorado",,2.4,0.108,0.103,0,0.833,4376,230.8,12.952,0,0.055,0.07,44.67,0.294,0.142,51.5,19.7041,0.139,0.078,7.45,0.202
West,Colorado,Archuleta County,"Archuleta County, Colorado",,0,0,0.199,0,0,0,0,7.93,0,0.037,0,0,0.154,0,0,9.88246,0.244,0.078,6.06,0.15
West,Colorado,Baca County,"Baca County, Colorado",,3,0.161,0.255,0,0,0,229.7,9.506,0,0.047,0,0,0.023,0.222,0,8.20426,0.302,0.078,19.39,0.138
West,Colorado,Bent County,"Bent County, Colorado",,2.3,0.125,0.139,0,0,5574,248.2,20.944,0,0.03,0.06,49.04,0.23,0.21,43.7,13.8288,0.131,0.078,84.07,0.08
West,Colorado,"Boulder County, CO","Boulder County, CO, Colorado",,2.5,0.092,0.093,3,0.932,3811,209.1,9.551,1.5,0.063,0.08,50.2,0.163,0.137,28.6,29.9808,0.066,0.078,18.91,0.165
West,Colorado,Broomfield County,"Broomfield County, Colorado",,2,0.096,0.164,0,0.959,7246,317.4,26.328,0,0.031,0.05,49.41,0.251,0.168,85.2,16.6696,0.122,0.078,22.56,0.17
West,Colorado,Chaffee County,"Chaffee County, Colorado",,2.8,0.095,0.133,7.3,0.869,5438,257.1,18.77,1.7,0.024,0.07,43.28,0.246,0.192,52.3,17.4066,0.092,0.078,56.15,0.245
West,Colorado,Cheyenne County,"Cheyenne County, Colorado",,3.1,0.096,0.159,5.5,0.928,4666,274.1,11.835,0,0.07,0.06,43.87,0.252,0.231,49.4,22.2793,0.13,0.078,27.11,0.148
West,Colorado,Clear Creek County,"Clear Creek County, Colorado",,2.9,0.122,0.134,0,0.849,6616,297.9,7.795,0,0.059,0.08,28.12,0.163,0.141,86.8,27.7674,0.117,0.078,0,0.186
West,Colorado,Conejos County,"Conejos County, Colorado",,2.7,0.121,0.386,0,0,15057,557.3,5.959,0,0.095,0.05,0,0.316,0.143,192.6,8.12742,0.286,0.079,24.81,0.167
West,Colorado,Costilla County,"Costilla County, Colorado",,2.3,0.081,0.154,0,0,3718,163.9,30.595,0,0.069,0,18.18,0.336,0.185,80.9,25.5695,0.297,0.079,9.13,0.21
West,Colorado,Crowley County,"Crowley County, Colorado",,3.7,0.2,0.204,0,0.829,9257,436.1,16.579,0,0.088,0.1,81.79,0.479,0.156,90.6,16.1332,0.351,0.079,0,0.132
West,Colorado,Custer County,"Custer County, Colorado",,3.3,0.13,0,0,0.2,9309,454.2,16.786,0,0.043,0.06,55.29,0.42,0,134,18.262,0.229,0.079,5.42,0.108
West,Colorado,Delta County,"Delta County, Colorado",,2.9,0.093,0.138,4.8,0.897,4371,234.3,6.929,1.1,0.067,0.07,56.9,0.234,0.189,42.1,24.8519,0.07,0.079,10.34,0.224
West,Colorado,"Denver County, CO","Denver County, CO, Colorado",,2.9,0.191,0.125,0,0.865,4458,280,2.571,0,0.07,0.08,0,0.251,0.105,75.2,17.2003,0.257,0.079,13.74,0.143
West,Colorado,Dolores County,"Dolores County, Colorado",,3.5,0.088,0.105,7.2,0.854,7443,396.5,15.096,3.3,0.088,0.07,84.53,0.341,0.135,52.5,15.6385,0.223,0.079,9.19,0.16
West,Colorado,"Douglas County, CO","Douglas County, CO, Colorado",,3.8,0.173,0.255,8.9,0.74,8199,408.6,8.418,6.5,0.069,0.08,57.14,0.283,0.147,74.3,16.4018,0.242,0.079,14.29,0.15
West,Colorado,Eagle County,"Eagle County, Colorado",,2.5,0.108,0.208,0,0.8,5097,253,21.969,0,0.043,0.06,41.48,0.197,0.202,55.9,17.0742,0.13,0.079,20.14,0.199
West,Colorado,Elbert County,"Elbert County, Colorado",,2.6,0.09,0.164,0,0,4519,224.7,35.039,0,0.05,0.05,31.61,0.22,0.18,84.2,23.9607,0.161,0.079,0,0.195
West,Colorado,"El Paso County, CO","El Paso County, CO, Colorado",,3.3,0.128,0.131,0,0.925,4243,242.8,16.62,0,0.065,0.05,38.13,0.264,0.182,43.3,23.8047,0.112,0.079,10.85,0.138
West,Colorado,Fremont County,"Fremont County, Colorado",,2.7,0.113,0.235,0,0.84,7570,373.2,22.6,0,0.047,0.06,51.98,0.264,0.276,73.2,16.6785,0.174,0.079,11.26,0.22
